Device,Size [B],Date [UTC],list_devices
jfk01-edge0-cl-asa04.webex.com,6760,2020/1/30 2:48,
jfk01-edge0-cl-asa05-system.webex.com,5318,2020/1/30 2:48,
jfk01-edge0-cl-asa05-webex.webex.com,22110,2020/1/30 2:48,
jfk01-edge0-cl-asa05.webex.com,6760,2020/1/30 2:48,
jfk01-edge0-cl-asa06-system.webex.com,5318,2020/1/30 2:49,
jfk01-edge0-cl-asa06-webex.webex.com,22110,2020/1/30 2:49,
jfk01-edge0-cl-asa06.webex.com,6760,2020/1/30 2:49,
jfk01-edge0-gw01a.webex.com,19533,2020/1/30 3:47,
jfk01-edge0-gw01b.webex.com,19404,2020/1/30 3:47,
jfk01-edge0-gw02a.webex.com,19100,2020/1/30 3:47,
jfk01-edge0-gw02b.webex.com,19057,2020/1/30 3:47,
jfk01-edge0-l01a.webex.com,18483,2020/1/30 3:47,
jfk01-edge0-l01b.webex.com,18528,2020/1/30 3:47,
jfk01-fab01-sw1062.webex.com,21569,2020/1/30 3:47,
jfk01-net00-s01.webex.com,15002,2020/1/30 3:47,
jfk01-net00-s02.webex.com,15009,2020/1/30 3:47,
jfk01-net00-s03.webex.com,14913,2020/1/30 3:47,
jfk01-net00-s04.webex.com,15009,2020/1/30 3:47,
jfk01-net00-s05.webex.com,13723,2020/1/30 3:47,
jfk01-net00-s06.webex.com,13723,2020/1/30 3:48,
jfk01-net00-s07.webex.com,13723,2020/1/30 3:48,
jfk01-net00-s08.webex.com,13723,2020/1/30 3:48,
jfk01-net00-ss01.webex.com,14918,2020/1/22 3:48,
jfk01-net00-ss02.webex.com,14917,2020/1/22 3:48,
jfk01-net00-ss03.webex.com,14821,2020/1/22 3:48,
jfk01-net00-ss04.webex.com,14917,2020/1/22 3:48,
jfk01-oob-con01.webex.com,26029,2020/1/30 3:48,
jfk01-oob-con02.webex.com,24816,2020/1/30 3:48,
jfk01-oob-con03.webex.com,12866,2020/1/30 3:48,
jfk01-oob-sw01a.webex.com,29082,2020/1/30 3:48,
jfk01-oob-sw01b.webex.com,29082,2020/1/30 3:48,
jfk01-svc00-asacl01-database.webex.com,14127,2020/1/30 2:49,
jfk01-svc00-asacl01-kms.webex.com,11784,2020/1/30 2:49,
jfk01-svc00-asacl01-system.webex.com,5720,2020/1/30 2:49,
jfk01-svc00-asacl01.webex.com,6648,2020/1/30 2:49,
jfk01-svc00-cl-asa01-database.webex.com,14127,2020/1/30 2:49,
jfk01-svc00-cl-asa01-kms.webex.com,11784,2020/1/30 2:49,
jfk01-svc00-cl-asa01-system.webex.com,5720,2020/1/30 2:49,
jfk01-svc00-cl-asa01.webex.com,6648,2020/1/30 2:49,
jfk01-svc00-cl-asa02-database.webex.com,14127,2020/1/27 2:47,
jfk01-svc00-cl-asa02-kms.webex.com,11784,2020/1/27 2:47,
jfk01-svc00-cl-asa02-system.webex.com,5501,2020/1/27 2:47,
jfk01-svc00-cl-asa02.webex.com,6648,2020/1/27 2:47,
jfk01-svc00-cl-asa03-database.webex.com,14127,2020/1/30 2:49,
jfk01-svc00-cl-asa03-kms.webex.com,11784,2020/1/30 2:49,
jfk01-svc00-cl-asa03-system.webex.com,5721,2020/1/30 2:49,
jfk01-svc00-cl-asa03.webex.com,6648,2020/1/30 2:49,
jfk01-svc00-cl-asa04-database.webex.com,14127,2020/1/30 2:49,
jfk01-svc00-cl-asa04-kms.webex.com,11784,2020/1/30 2:49,
jfk01-svc00-cl-asa04-system.webex.com,5721,2020/1/30 2:49,
jfk01-svc00-cl-asa04.webex.com,6648,2020/1/30 2:49,
jfk01-svc00-cl-asa05-database.webex.com,14127,2020/1/30 2:49,
jfk01-svc00-cl-asa05-kms.webex.com,11784,2020/1/30 2:49,
jfk01-svc00-cl-asa05-system.webex.com,5721,2020/1/30 2:49,
jfk01-svc00-cl-asa05.webex.com,6648,2020/1/30 2:49,
jfk01-svc00-cl-asa06-database.webex.com,14127,2020/1/30 2:49,
jfk01-svc00-cl-asa06-kms.webex.com,11784,2020/1/30 2:49,
jfk01-svc00-cl-asa06-system.webex.com,5721,2020/1/30 2:49,
jfk01-svc00-cl-asa06.webex.com,6648,2020/1/30 2:49,
jfk01-svc00-l01a.webex.com,34872,2020/1/30 3:48,
jfk01-svc00-l01b.webex.com,34880,2020/1/30 3:48,
jfk01-svc00-l02a.webex.com,33801,2020/1/30 3:48,
jfk01-svc00-l02b.webex.com,33831,2020/1/30 3:48,
jfk01-svc00-l03a.webex.com,39022,2020/1/30 3:48,
jfk01-svc00-l03b.webex.com,39097,2020/1/30 3:48,
jfk01-svc00-l04a.webex.com,34684,2020/1/30 3:48,
jfk01-svc00-l04b.webex.com,34684,2020/1/30 3:48,
jfk01-svc00-l05a.webex.com,31809,2020/1/30 3:48,
jfk01-svc00-l05b.webex.com,31810,2020/1/30 3:48,
jfk01-svc00-l06a.webex.com,32801,2020/1/30 3:48,
jfk01-svc00-l06b.webex.com,32630,2020/1/30 3:48,
jfk01-svc00-l07a.webex.com,32842,2020/1/30 3:48,
jfk01-svc00-l07b.webex.com,32918,2020/1/30 3:48,
jfk01-wxbb-pe01.webex.com,135507,2020/1/30 3:49,
jfk01-wxbb-pe02.webex.com,132117,2020/1/30 3:49,
jfk01-wxif-pb01.webex.com,19231,2020/1/30 3:49,
jfk01-wxif-pb02.webex.com,9724,2020/1/30 3:49,
jfk01-wxpd-lb01a.webex.com,38245,2020/1/30 2:34,
jfk01-wxpd-lb01b.webex.com,38245,2020/1/30 2:35,
jfk10-con01.webex.com,22518,2020/1/30 3:50,
jfk10-ddos-dpr01.webex.com,117763,2020/1/27 5:00,
jfk10-wxbb-cca01.webex.com,45941,2020/1/30 3:50,
jfk10-wxbb-crt01.webex.com,252819,2020/1/30 3:51,
jfk10-wxbb-crt02.webex.com,264224,2020/1/30 3:51,
jfk10-wxbb-pe01.webex.com,240628,2020/1/30 3:51,
jfk10-wxbb-pe02.webex.com,231848,2020/1/30 3:51,
jfk10-wxdz-sw01.webex.com,12088,2020/1/30 3:51,
lax10-con01.webex.com,23920,2020/1/30 3:51,
lax10-ddos-dpr01.webex.com,98613,2020/1/27 5:00,
lax10-wxbb-crt01.webex.com,264622,2020/1/30 3:51,
lax10-wxbb-crt02.webex.com,239151,2020/1/30 3:51,
lax10-wxbb-pe01.webex.com,227445,2020/1/30 3:51,
lax10-wxbb-pe02.webex.com,217280,2020/1/30 3:52,
lax10-wxdz-rt01.webex.com,11802,2020/1/30 3:52,
lax10-wxdz-sw01.webex.com,15555,2020/1/28 3:57,
lhr03-5aa39-mgmt-sw01.webex.com,12238,2020/1/30 3:52,
lhr03-5ac39-mgmt-sw01.webex.com,12932,2020/1/30 3:52,
lhr03-5ad39-mgmt-sw01.webex.com,12863,2020/1/30 3:52,
lhr03-5ah39-mgmt-sw01.webex.com,12882,2020/1/30 3:52,
lhr03-5ah39cdu-mgmt-sw01.webex.com,8857,2020/1/30 3:52,
lhr03-5j49-mgmt-sw01.webex.com,13676,2020/1/30 3:53,
lhr03-5j56-mgmt-sw01.webex.com,13923,2020/1/30 3:53,
lhr03-5k49-mgmt-sw01.webex.com,13925,2020/1/30 3:53,
lhr03-5k65cdu-mgmt-sw01.webex.com,12966,2020/1/30 3:54,
lhr03-5m49-mgmt-sw01.webex.com,13676,2020/1/30 3:54,
lhr03-5m56-mgmt-sw01.webex.com,11697,2020/1/30 3:54,
lhr03-5p44cdu-mgmt-sw01.webex.com,13561,2020/1/30 3:54,
lhr03-5p49cdu-mgmt-sw01.webex.com,12037,2020/1/30 3:54,
lhr03-5p52cdu-mgmt-sw01.webex.com,13194,2020/1/30 3:54,
lhr03-5p56cdu-mgmt-sw01.webex.com,13177,2020/1/30 3:54,
lhr03-5p60-mgmt-sw01.webex.com,11485,2020/1/30 3:54,
lhr03-5p60cdu-mgmt-sw01.webex.com,13207,2020/1/30 3:55,
lhr03-5r49-mgmt-sw01.webex.com,13703,2020/1/30 3:55,
lhr03-5r56-mgmt-sw01.webex.com,14675,2020/1/30 3:55,
lhr03-5r60-mgmt-sw01.webex.com,12898,2020/1/30 3:55,
lhr03-5t49-mgmt-sw01.webex.com,13676,2020/1/30 3:55,
lhr03-5t56-mgmt-sw01.webex.com,11481,2020/1/30 3:55,
lhr03-5t60-mgmt-sw01.webex.com,12898,2020/1/30 3:55,
lhr03-5u49-mgmt-sw01.webex.com,13925,2020/1/30 3:55,
lhr03-5u56-mgmt-sw01.webex.com,9000,2020/1/30 3:55,
lhr03-5u60-mgmt-sw01.webex.com,13207,2020/1/30 3:55,
lhr03-5v49-mgmt-sw01.webex.com,13915,2020/1/30 3:55,
lhr03-5v60-mgmt-sw01.webex.com,13207,2020/1/30 3:55,
lhr03-5z39-mgmt-sw01.webex.com,12609,2020/1/30 3:55,
lhr03-ddos-dpr01.webex.com,91880,2020/1/27 5:00,
lhr03-oob-con01.webex.com,22524,2020/1/30 3:56,
lhr03-oob-con02.webex.com,22112,2020/1/30 3:56,
lhr03-oob-con03.webex.com,30974,2020/1/30 3:56,
lhr03-oob-con04.webex.com,16240,2020/1/30 3:56,
lhr03-oob-con05.webex.com,16928,2020/1/30 3:56,
lhr03-oob-sw01a.webex.com,35900,2020/1/30 3:56,
lhr03-oob-sw01b.webex.com,36867,2020/1/30 3:56,
lhr03-wxbb-bp01.webex.com,7930,2020/1/30 3:56,
lhr03-wxbb-bp02.webex.com,6182,2020/1/30 3:56,
lhr03-wxbb-crt01.webex.com,261038,2020/1/30 3:56,
lhr03-wxbb-crt02.webex.com,266958,2020/1/30 3:56,
lhr03-wxbb-pe01.webex.com,276163,2020/1/30 3:57,
lhr03-wxbb-pe02.webex.com,275420,2020/1/30 3:57,
lhr03-wxbb-rr01.webex.com,18396,2020/1/30 3:57,
lhr03-wxdz-oobsw01.webex.com,13398,2020/1/30 3:56,
lhr03-wxdz-oobsw02.webex.com,13497,2020/1/30 3:57,
lhr03-wxdz-oobsw03.webex.com,13441,2020/1/30 3:57,
lhr03-wxdz-oobsw04.webex.com,13435,2020/1/30 3:57,
lhr03-wxp00-asa02a-connect.webex.com,68593,2020/1/30 2:49,
lhr03-wxp00-asa02a-system.webex.com,6052,2020/1/30 2:49,
lhr03-wxp00-asa02a.webex.com,7691,2020/1/30 2:49,
lhr03-wxp00-asa02b-connect.webex.com,68593,2020/1/30 2:50,
lhr03-wxp00-asa02b-system.webex.com,6054,2020/1/30 2:50,
lhr03-wxp00-asa02b.webex.com,7691,2020/1/30 2:50,
lhr03-wxp00-asa04a-admin.webex.com,68738,2020/1/30 2:51,
lhr03-wxp00-asa04a-dc-mgmt.webex.com,58970,2020/1/30 2:51,
lhr03-wxp00-asa04a-gss.webex.com,54656,2020/1/30 2:51,
lhr03-wxp00-asa04a-identity.webex.com,29044,2020/1/30 2:51,
lhr03-wxp00-asa04a-infra.webex.com,109965,2020/1/30 2:51,
lhr03-wxp00-asa04a-openstack.webex.com,59215,2020/1/30 2:51,
lhr03-wxp00-asa04a-system.webex.com,9193,2020/1/30 2:51,
lhr03-wxp00-asa04a-webex11.webex.com,64185,2020/1/30 2:51,
lhr03-wxp00-asa04a.webex.com,7654,2020/1/30 2:51,
lhr03-wxp00-asa04b-admin.webex.com,68738,2020/1/30 2:52,
lhr03-wxp00-asa04b-dc-mgmt.webex.com,58970,2020/1/30 2:52,
lhr03-wxp00-asa04b-gss.webex.com,54656,2020/1/30 2:52,
lhr03-wxp00-asa04b-identity.webex.com,29044,2020/1/30 2:52,
lhr03-wxp00-asa04b-infra.webex.com,109965,2020/1/30 2:52,
lhr03-wxp00-asa04b-openstack.webex.com,59215,2020/1/30 2:52,
lhr03-wxp00-asa04b-system.webex.com,9195,2020/1/30 2:52,
lhr03-wxp00-asa04b-webex11.webex.com,64185,2020/1/30 2:52,
lhr03-wxp00-asa04b.webex.com,7654,2020/1/30 2:52,
lhr03-wxp00-asa21a-core.webex.com,35332,2020/1/30 2:53,
lhr03-wxp00-asa21a-system.webex.com,4581,2020/1/30 2:53,
lhr03-wxp00-asa21a.webex.com,5545,2020/1/30 2:53,
lhr03-wxp00-asa21b-core.webex.com,35332,2020/1/30 2:53,
lhr03-wxp00-asa21b-system.webex.com,4583,2020/1/30 2:53,
lhr03-wxp00-asa21b.webex.com,5545,2020/1/30 2:53,
lhr03-wxp00-csw01.webex.com,141079,2020/1/30 3:57,
lhr03-wxp00-csw02.webex.com,140161,2020/1/30 3:57,
lhr03-wxp00-dbhsw01.webex.com,14434,2020/1/30 3:57,
lhr03-wxp00-dbhsw02.webex.com,14414,2020/1/30 3:57,
lhr03-wxp00-gw01.webex.com,28127,2020/1/30 3:58,
lhr03-wxp00-gw02.webex.com,27855,2020/1/30 3:58,
lhr03-wxp00-srt01.webex.com,22381,2020/1/30 3:58,
lhr03-wxp00-srt02.webex.com,22250,2020/1/30 3:58,
lhr03-wxp00-ssw01.webex.com,27579,2020/1/30 3:58,
lhr03-wxp00-ssw02.webex.com,27286,2020/1/30 3:58,
lhr03-wxp00-sw01a.webex.com,101789,2020/1/30 3:58,
lhr03-wxp00-sw01b.webex.com,101686,2020/1/30 3:58,
lhr03-wxp00-sw02a.webex.com,14677,2020/1/30 3:58,
lhr03-wxp00-sw02b.webex.com,14396,2020/1/30 3:58,
lhr03-wxp00-sw03a.webex.com,19200,2020/1/30 3:58,
lhr03-wxp00-sw03b.webex.com,18833,2020/1/30 3:58,
lhr03-wxp00-sw04a.webex.com,21850,2020/1/30 3:58,
lhr03-wxp00-sw04b.webex.com,21482,2020/1/30 3:58,
lhr03-wxp00-sw05a.webex.com,19105,2020/1/30 3:58,
lhr03-wxp00-sw05b.webex.com,18709,2020/1/30 3:58,
lhr03-wxp00-sw07a.webex.com,29944,2020/1/30 3:58,
lhr03-wxp00-sw07b.webex.com,30083,2020/1/30 3:58,
lhr03-wxp00-sw08a.webex.com,26103,2020/1/30 3:58,
lhr03-wxp00-sw08b.webex.com,25474,2020/1/30 3:58,
lhr03-wxp00-sw09a.webex.com,18832,2020/1/30 3:58,
lhr03-wxp00-sw09b.webex.com,18485,2020/1/30 3:58,
lhr03-wxp00-sw100a.webex.com,96438,2020/1/30 3:59,
lhr03-wxp00-sw100b.webex.com,94039,2020/1/30 3:59,
lhr03-wxp00-sw101a.webex.com,21518,2020/1/30 3:58,
lhr03-wxp00-sw101b.webex.com,21472,2020/1/30 3:59,
lhr03-wxp00-vdc-admin01.webex.com,12711,2020/1/30 3:59,
lhr03-wxp00-vdc-admin02.webex.com,12269,2020/1/30 3:59,
lhr03-wxpd-lb01a.webex.com,881641,2020/1/30 2:35,
lhr03-wxpd-lb01b.webex.com,881642,2020/1/30 2:35,
lhr03-wxpd-lb11a.webex.com,154229,2020/1/30 2:35,
lhr03-wxpd-lb11b.webex.com,154229,2020/1/30 2:35,
lhr03-wxpd-lbssl01.webex.com,50260,2020/1/30 2:35,
lhr03-wxpd-lbssl02.webex.com,50506,2020/1/30 2:35,
lhr03-wxpd-lbssl03.webex.com,49614,2020/1/30 2:35,
lhr03-wxpd-lbssl04.webex.com,49614,2020/1/30 2:35,
lhr03-wxpd-lbxa.webex.com,27597,2020/1/30 2:35,
lhr03-wxpd-lbxb.webex.com,27692,2020/1/30 2:35,
lhr03-wxvc-asa21a-admin.webex.com,47089,2020/1/30 2:53,
lhr03-wxvc-asa21a-dc-mgmt.webex.com,42357,2020/1/30 2:53,
lhr03-wxvc-asa21a-infra.webex.com,164845,2020/1/30 2:53,
lhr03-wxvc-asa21a-system.webex.com,5051,2020/1/30 2:53,
lhr03-wxvc-asa21a.webex.com,10704,2020/1/30 2:53,
lhr03-wxvc-asa21b-admin.webex.com,47089,2020/1/30 2:54,
lhr03-wxvc-asa21b-dc-mgmt.webex.com,42357,2020/1/30 2:54,
lhr03-wxvc-asa21b-infra.webex.com,164845,2020/1/30 2:54,
lhr03-wxvc-asa21b-system.webex.com,5053,2020/1/30 2:54,
lhr03-wxvc-asa21b.webex.com,10704,2020/1/30 2:54,
lhr03-wxvc-csw01.webex.com,88046,2020/1/30 4:02,
lhr03-wxvc-csw02.webex.com,87976,2020/1/30 4:02,
lhr03-wxvc-fpr01a.webex.com,135643,2020/1/30 2:30,
lhr03-wxvc-fpr01b.webex.com,135771,2020/1/30 2:30,
lhr03-wxvc-gw01.webex.com,23648,2020/1/30 4:02,
lhr03-wxvc-gw02.webex.com,23648,2020/1/30 4:02,
lhr03-wxvc-lb01a.webex.com,84874,2020/1/30 2:36,
lhr03-wxvc-lb01b.webex.com,84892,2020/1/30 2:36,
lhr03-wxvc-lbace01a-infra.webex.com,12270,2020/1/30 2:32,
lhr03-wxvc-lbace01a.webex.com,5430,2020/1/30 2:32,
lhr03-wxvc-lbace01b-infra.webex.com,12270,2020/1/30 2:32,
lhr03-wxvc-lbace01b.webex.com,5430,2020/1/30 2:32,
lhr03-wxvc-ssw01.webex.com,22880,2020/1/30 4:02,
lhr03-wxvc-ssw02.webex.com,21933,2020/1/30 4:02,
lhr03-wxvc-sw02a.webex.com,75816,2020/1/30 4:02,
lhr03-wxvc-sw02b.webex.com,76502,2020/1/30 4:02,
lhr03-wxvc-sw03a.webex.com,18991,2020/1/30 4:02,
lhr03-wxvc-sw03b.webex.com,19056,2020/1/30 4:02,
lhr03-wxvc-sw100a.webex.com,20810,2020/1/30 4:03,
lhr03-wxvc-sw100b.webex.com,20180,2020/1/30 4:03,
me01amesb025.webex.com,433457,2020/1/30 4:04,
me01amesb101-gi0.emea.prv.webex.com,37578,2020/1/30 4:04,
me01amesb101-p2p-csw01.emea.prv.webex.com,37578,2020/1/29 4:03,
me01amesb101-p2p-csw02.emea.prv.webex.com,37578,2020/1/30 4:04,
me01amesb101-te0.emea.prv.webex.com,37578,2020/1/30 4:04,
me01amesb101-te1.emea.prv.webex.com,37578,2020/1/29 4:03,
me01amesb101.emea.prv.webex.com,37578,2020/1/29 4:03,
me01amesb102.webex.com,37684,2020/1/30 4:04,
me01amesb103.webex.com,39976,2020/1/30 4:04,
me01amesb104.webex.com,40097,2020/1/30 4:04,
me01amesb105.webex.com,38966,2020/1/30 4:04,
me01amesb106.webex.com,39097,2020/1/30 4:04,
me01amesb107.webex.com,39020,2020/1/30 4:04,
me01amesb108.webex.com,6256,2020/1/30 4:04,
me01amesb109.webex.com,6256,2020/1/29 4:03,
me01amesb110.webex.com,6256,2020/1/25 4:03,
me01amesb111.webex.com,6007,2020/1/29 4:03,
me01amesb112.webex.com,6256,2020/1/28 4:07,
me01amesb201.webex.com,41387,2020/1/30 4:04,
me01amesb202.webex.com,41411,2020/1/30 4:04,
me01amesb203.webex.com,41514,2020/1/30 4:05,
me01amesb204.webex.com,41397,2020/1/30 4:05,
me01amesb205.webex.com,41325,2020/1/30 4:05,
me01amesb206.webex.com,41429,2020/1/30 4:05,
me01jpesb021.webex.com,183975,2020/1/30 4:05,
me01jpesb101.apac.prv.webex.com,36212,2020/1/23 4:06,
me01jpesb102.apac.prv.webex.com,36060,2020/1/23 4:06,
me01jpesb103.apac.prv.webex.com,38345,2020/1/24 4:04,
me01jpesb106.apac.prv.webex.com,32535,2020/1/25 4:05,
me01lnesb025.webex.com,360429,2020/1/30 4:06,
me01lnesb101.emea.prv.webex.com,37438,2020/1/30 4:06,
me01lnesb102.emea.prv.webex.com,37451,2020/1/30 4:07,
me01lnesb103.webex.com,38990,2020/1/30 4:07,
me01lnesb104.webex.com,40190,2020/1/30 4:07,
me01lnesb105.webex.com,38987,2020/1/30 4:07,
me01lnesb106.webex.com,39047,2020/1/30 4:07,
me01lnesb107.webex.com,38600,2020/1/30 4:07,
me01lnesb108.webex.com,37149,2020/1/30 4:07,
me01lnesb109.webex.com,37108,2020/1/30 4:07,
me01lnesb110.webex.com,37149,2020/1/30 4:07,
me01lnesb111.webex.com,37019,2020/1/30 4:07,
me01lnesb112.webex.com,36943,2020/1/30 4:07,
me01lnesb201.webex.com,41212,2020/1/30 4:07,
me01lnesb202.webex.com,41257,2020/1/30 4:07,
me01lnesb203.webex.com,41363,2020/1/30 4:07,
me01lnesb204.webex.com,41203,2020/1/30 4:07,
me01lnesb205.webex.com,41312,2020/1/30 4:08,
me01lnesb206.webex.com,41282,2020/1/30 4:08,
me01sgesb001.webex.com,62157,2020/1/30 4:08,
me01sgesb101.apac.prv.webex.com,36133,2020/1/23 4:08,
me01sgesb102.apac.prv.webex.com,36125,2020/1/23 4:09,
me01sgesb103.apac.prv.webex.com,38720,2020/1/28 4:10,
me01sgesb104.apac.prv.webex.com,36531,2020/1/28 4:10,
me01sgesb105.apac.prv.webex.com,36244,2020/1/28 4:10,
me01sgesb107.apac.prv.webex.com,36189,2020/1/26 4:08,
me01sgisr012.webex.com,5165,2020/1/30 4:08,
me01sjesb011.webex.com,85677,2020/1/30 4:08,
me01sjesb017-gi0.webex.com,88156,2020/1/28 4:10,
me01sjesb017.webex.com,88156,2020/1/30 4:08,
me01sjesb018.webex.com,46615,2020/1/30 4:08,
me01sjesb019.webex.com,32707,2020/1/30 4:08,
me01sjesb024.webex.com,40983,2020/1/30 4:08,
me01sjesb028.webex.com,67133,2020/1/30 4:08,
me01sjesb033.webex.com,87843,2020/1/30 4:08,
me01sjesb034.webex.com,58136,2020/1/30 4:08,
me01sjesb101.amer.prv.webex.com,86788,2020/1/30 4:08,
me01sjesb102.amer.prv.webex.com,86773,2020/1/30 4:08,
me01sjesb103.amer.prv.webex.com,86765,2020/1/30 4:08,
me01sjesb104.amer.prv.webex.com,86852,2020/1/30 4:08,
me01sjesb105.amer.prv.webex.com,86832,2020/1/30 4:08,
me01sjesb106.amer.prv.webex.com,91021,2020/1/30 4:08,
me01sjesb107.amer.prv.webex.com,86811,2020/1/30 4:08,
me01sjesb108.amer.prv.webex.com,86872,2020/1/30 4:08,
me01sjesb109.amer.prv.webex.com,86811,2020/1/30 4:08,
me01sjesb110.amer.prv.webex.com,39724,2020/1/30 4:08,
me01sjesb111.amer.prv.webex.com,39762,2020/1/30 4:08,
me01sjesb139.amer.prv.webex.com,88367,2020/1/30 4:08,
me01sjesb140.amer.prv.webex.com,88095,2020/1/30 4:08,
me01sjesb141.amer.prv.webex.com,87850,2020/1/30 4:09,
me01sjesb142.amer.prv.webex.com,87857,2020/1/30 4:08,
me01sjesb143.amer.prv.webex.com,88110,2020/1/30 4:09,
me01taesb011.webex.com,100574,2020/1/30 4:09,
me01taesb017-gi0.webex.com,87168,2020/1/29 4:08,
me01taesb017.webex.com,87168,2020/1/30 4:09,
me01taesb018.webex.com,47953,2020/1/30 4:09,
me01taesb019.webex.com,33871,2020/1/30 4:09,
me01taesb024.webex.com,39528,2020/1/30 4:09,
me01taesb033.webex.com,88390,2020/1/30 4:09,
me01taesb034.webex.com,57995,2020/1/30 4:09,
me01taesb038-gi0.webex.com,88601,2020/1/30 4:09,
me01taesb042.webex.com,44961,2020/1/30 4:09,
me01taesb101.amer.prv.webex.com,87114,2020/1/30 4:09,
me01taesb102.amer.prv.webex.com,87258,2020/1/30 4:09,
me01taesb103.amer.prv.webex.com,87272,2020/1/30 4:09,
me01taesb104.amer.prv.webex.com,87335,2020/1/30 4:09,
me01taesb105.amer.prv.webex.com,87336,2020/1/30 4:09,
me01taesb106.amer.prv.webex.com,87362,2020/1/30 4:09,
me01taesb107.amer.prv.webex.com,87327,2020/1/30 4:09,
me01taesb108.amer.prv.webex.com,87316,2020/1/30 4:09,
me01taesb109.amer.prv.webex.com,87316,2020/1/30 4:09,
me01taesb110.amer.prv.webex.com,42288,2020/1/30 4:09,
me01taesb111.amer.prv.webex.com,42435,2020/1/30 4:09,
me01taesb117.amer.prv.webex.com,91041,2020/1/28 4:12,
me01taesb118.amer.prv.webex.com,90898,2020/1/28 4:12,
me01taesb138.amer.prv.webex.com,91326,2020/1/30 4:09,
me01taesb139.amer.prv.webex.com,88475,2020/1/30 4:09,
me01taesb140.amer.prv.webex.com,88433,2020/1/30 4:09,
me01taesb141.amer.prv.webex.com,88382,2020/1/30 4:09,
me01taesb142.amer.prv.webex.com,88395,2020/1/30 4:10,
me01taesb152.amer.prv.webex.com,88591,2020/1/28 4:12,
me02jpesb101.anz.prv.webex.com,34194,2020/1/30 4:10,
me02jpesb102.anz.prv.webex.com,34194,2020/1/30 4:10,
me02jpesb103.anz.prv.webex.com,34256,2020/1/30 4:10,
me02jpesb201.anz.prv.webex.com,42019,2020/1/30 4:10,
me02jpesb202.anz.prv.webex.com,42047,2020/1/30 4:10,
me02sjesb022.webex.com,48649,2020/1/30 4:10,
me02sjesb023.webex.com,34968,2020/1/30 4:10,
me02sjesb042.webex.com,39845,2020/1/30 4:10,
me02taesb022.webex.com,46993,2020/1/30 4:10,
me02taesb023.webex.com,34341,2020/1/30 4:10,
me02taesb038-gi0.webex.com,88915,2020/1/30 4:10,
me02taesb042.webex.com,39353,2020/1/30 4:10,
me90sjesb002.webex.com,92486,2020/1/30 4:10,
me90sjesb201.webex.com,78153,2020/1/30 4:10,
me90taesb002.webex.com,89701,2020/1/30 4:10,
me90taesb201.webex.com,71819,2020/1/30 4:10,
me90taisr011.webex.com,9023,2020/1/25 4:09,
me90taisr012.webex.com,7567,2020/1/25 4:09,
me91sjesb301.webex.com,88286,2020/1/30 4:10,
me96sjesb101.ats3.prv.webex.com,76200,2020/1/30 4:10,
me97sjesb101.ats.prv.webex.com,75876,2020/1/28 4:13,
me97sjesb102.ats.prv.webex.com,80884,2020/1/30 4:10,
me98sjesb101.ats2.prv.webex.com,73992,2020/1/30 4:10,
nrt02-ddos-dpr01.webex.com,111047,2020/1/27 5:00,
nrt02-oob-con01.webex.com,19492,2020/1/30 4:15,
nrt02-oob-con02.webex.com,18824,2020/1/30 4:15,
nrt02-oob-sw01a.webex.com,18131,2020/1/30 4:15,
nrt02-oob-sw01b.webex.com,18025,2020/1/30 4:15,
nrt02-wxbb-crt01.webex.com,226363,2020/1/29 4:14,
nrt02-wxbb-crt02.webex.com,227582,2020/1/30 4:15,
nrt02-wxbb-pe01.webex.com,141436,2020/1/30 4:15,
nrt02-wxbb-pe02.webex.com,137160,2020/1/30 4:15,
nrt02-wxbb-rr01.webex.com,19658,2020/1/30 4:15,
nrt03-103-mgmt-sw01.webex.com,13559,2020/1/30 4:16,
nrt03-201-mgmt-sw01.webex.com,13899,2020/1/30 4:16,
nrt03-304-mgmt-sw01.webex.com,11869,2020/1/30 4:19,
nrt03-305-mgmt-sw01.webex.com,11801,2020/1/30 4:19,
nrt03-306-mgmt-sw01.webex.com,11743,2020/1/30 4:19,
nrt03-501-mgmt-sw01.webex.com,13676,2020/1/30 4:20,
nrt03-502-mgmt-sw01.webex.com,13764,2020/1/30 4:20,
nrt03-505-mgmt-sw01.webex.com,13773,2020/1/25 4:25,
nrt03-wxbb-pe01.webex.com,154941,2020/1/30 4:20,
nrt03-wxbb-pe02.webex.com,154453,2020/1/30 4:20,
nrt03-wxdc-rt01.webex.com,23533,2020/1/30 4:20,
nrt03-wxdc-rt02.webex.com,21283,2020/1/30 4:20,
nrt03-wxdc-sw01.webex.com,12364,2020/1/30 4:20,
nrt03-wxdc-sw02.webex.com,11195,2020/1/30 4:21,
nrt03-wxp00-asa01a-core.webex.com,105829,2020/1/30 2:54,
nrt03-wxp00-asa01a-system.webex.com,6695,2020/1/30 2:54,
nrt03-wxp00-asa01a.webex.com,8476,2020/1/30 2:54,
nrt03-wxp00-asa01b-core.webex.com,105794,2020/1/30 2:55,
nrt03-wxp00-asa01b-system.webex.com,6662,2020/1/30 2:55,
nrt03-wxp00-asa01b.webex.com,8441,2020/1/30 2:55,
nrt03-wxp00-asa04a-admin.webex.com,66896,2020/1/30 2:56,
nrt03-wxp00-asa04a-dc-mgmt.webex.com,61548,2020/1/30 2:56,
nrt03-wxp00-asa04a-gss.webex.com,55430,2020/1/30 2:56,
